UserID,Age,Occupation,Primary_Work_Tool,Primary_Challenge,Primary_Challenge_Severity,Work_Challenges,Desired_Features,Tech_Comfort_Level,Willing_To_Pay,Will_Subscribe
U437,27,Student,Word,Procrastination,7,Procrastination;Fatigue,AI_Task_Nudge;Adaptive_Music;Focus_Music,3,15,No
U438,31,Designer,Slack,Creative_Block,2,Creative_Block;Distractions;Meeting_Interruptions,Focus_Music;Calendar_Integration;Distraction_Nudge,3,14,No
U439,28,Student,Word,Creative_Block,8,Creative_Block;Fatigue,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Adaptive_Music;Productivity_Report;Distraction_Nudge,3,17,Yes
U440,37,Developer,Notion,Procrastination,5,Procrastination;Meeting_Interruptions;Distractions;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Adaptive_Music;Notification_Blocking;Productivity_Report,4,24,Yes
U441,37,Developer,Slack,Procrastination,7,Procrastination;Poor_Time_Management,AI_Task_Nudge;Notification_Blocking;Predictive_Insights;Focus_Music,4,31,No
U442,18,Student,Notion,Constant_Distractions,7,Distractions;Fatigue,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,3,15,No
U443,28,Writer,Notion,Constant_Distractions,6,Distractions;Procrastination;Information_Overload,Predictive_Insights;Automatic_Breaks;Distraction_Nudge;Productivity_Report;Focus_Music,2,17,Yes
U444,27,Designer,Figma,Meeting_Interruptions,6,Meeting_Interruptions;Information_Overload;Distractions,Predictive_Insights;Automatic_Breaks;Adaptive_Music;Focus_Music;Notification_Blocking;Distraction_Nudge,3,23,Yes
U445,33,Analyst,Jupyter,Constant_Distractions,5,Distractions;Fatigue,Automatic_Breaks;Calendar_Integration;Slack_Integration,5,24,Yes
U446,54,Researcher,Jupyter,Mental_Fatigue,2,Fatigue;Poor_Time_Management;Creative_Block;Information_Overload,AI_Task_Nudge;Automatic_Breaks;Predictive_Insights;Distraction_Nudge,3,13,Yes
U447,44,Researcher,Word,Meeting_Interruptions,5,Meeting_Interruptions;Information_Overload;Fatigue,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Slack_Integration,5,28,Yes
U448,52,Consultant,Figma,Procrastination,7,Procrastination;Fatigue,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Adaptive_Music,3,15,No
U449,25,Developer,Jupyter,Meeting_Interruptions,7,Meeting_Interruptions;Fatigue,Slack_Integration;Automatic_Breaks;Notification_Blocking;Adaptive_Music,4,25,No
U450,44,Developer,Slack,Mental_Fatigue,8,Fatigue;Information_Overload;Distractions;Meeting_Interruptions,Adaptive_Music;Focus_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,35,Yes
U451,46,Analyst,Jupyter,Procrastination,3,Procrastination;Information_Overload;Fatigue,Automatic_Breaks;Notification_Blocking;Adaptive_Music,5,23,Yes
U452,24,Developer,Slack,Creative_Block,7,Creative_Block;Distractions,Team_Dashboard;Adaptive_Music;Focus_Music;Slack_Integration;Productivity_Report;Distraction_Nudge,5,27,Yes
U453,37,Writer,PyCharm,Mental_Fatigue,3,Fatigue;Procrastination;Creative_Block;Distractions,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Distraction_Nudge;Focus_Music,3,18,Yes
U454,40,Designer,Notion,Information_Overload,8,Information_Overload;Creative_Block,Focus_Music;Notification_Blocking;Team_Dashboard;Distraction_Nudge,4,27,Yes
U455,28,Student,Word,Mental_Fatigue,5,Fatigue;Distractions;Creative_Block,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,5,20,Yes
U456,39,Developer,VS_Code,Meeting_Interruptions,9,Meeting_Interruptions;Distractions,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Focus_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,35,Yes
U457,51,Researcher,VS_Code,Mental_Fatigue,9,Fatigue;Distractions;Poor_Time_Management,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Focus_Music,3,29,Yes
U458,47,Analyst,Notion,Meeting_Interruptions,1,Meeting_Interruptions;Distractions;Creative_Block,Slack_Integration;Notification_Blocking;Productivity_Report,4,15,Yes
U459,33,Developer,PyCharm,Mental_Fatigue,9,Fatigue;Meeting_Interruptions;Distractions,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,30,Yes
U460,44,Manager,Excel,Information_Overload,2,Information_Overload;Poor_Time_Management;Fatigue,Calendar_Integration;Slack_Integration;Team_Dashboard;Productivity_Report,3,10,No
U461,26,Designer,Slack,Constant_Distractions,5,Distractions;Procrastination;Meeting_Interruptions,Team_Dashboard;Automatic_Breaks;Adaptive_Music;Focus_Music;Distraction_Nudge,5,23,Yes
U462,27,Developer,Trello,Mental_Fatigue,8,Fatigue;Meeting_Interruptions,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,23,Yes
U463,29,Analyst,Jupyter,Meeting_Interruptions,2,Meeting_Interruptions;Fatigue;Information_Overload;Distractions,Team_Dashboard;Automatic_Breaks;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,3,18,Yes
U464,36,Consultant,Word,Meeting_Interruptions,8,Meeting_Interruptions;Information_Overload,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Productivity_Report,3,23,Yes
U465,31,Designer,Figma,Procrastination,3,Procrastination;Distractions;Creative_Block,Notification_Blocking;Adaptive_Music;Distraction_Nudge,4,18,No
U466,26,Student,Notion,Mental_Fatigue,7,Fatigue;Distractions,AI_Task_Nudge;Slack_Integration;Productivity_Report,3,12,Yes
U467,58,Manager,Jupyter,Creative_Block,10,Creative_Block;Meeting_Interruptions;Fatigue;Information_Overload,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Focus_Music;Notification_Blocking;Productivity_Report,3,25,No
U468,42,Developer,Jupyter,Constant_Distractions,10,Distractions;Fatigue,AI_Task_Nudge;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,36,Yes
U469,34,Consultant,Excel,Information_Overload,5,Information_Overload;Meeting_Interruptions;Fatigue,Predictive_Insights;Team_Dashboard;Adaptive_Music;Productivity_Report;Distraction_Nudge,3,14,Yes
U470,39,Developer,Slack,Meeting_Interruptions,10,Meeting_Interruptions;Procrastination;Fatigue;Distractions,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Calendar_Integration;Slack_Integration;Productivity_Report;Distraction_Nudge,4,38,Yes
U471,39,Developer,PyCharm,Mental_Fatigue,9,Fatigue;Distractions,AI_Task_Nudge;Notification_Blocking;Predictive_Insights;Focus_Music,5,35,Yes
U472,36,Manager,Trello,Mental_Fatigue,7,Fatigue;Poor_Time_Management;Information_Overload,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Slack_Integration;Productivity_Report;Focus_Music,3,21,Yes
U473,43,Developer,Notion,Information_Overload,8,Information_Overload;Creative_Block;Fatigue;Meeting_Interruptions,Team_Dashboard;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,4,29,Yes
U474,43,Developer,Jupyter,Constant_Distractions,9,Distractions;Meeting_Interruptions;Fatigue,Team_Dashboard;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,30,Yes
U475,41,Designer,Notion,Constant_Distractions,6,Distractions;Meeting_Interruptions,Distraction_Nudge;Adaptive_Music;Focus_Music,5,26,Yes
U476,31,Analyst,PyCharm,Information_Overload,9,Information_Overload;Distractions;Fatigue,Automatic_Breaks;Calendar_Integration;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Focus_Music,5,31,Yes
U477,55,Writer,Google_Docs,Creative_Block,2,Creative_Block;Poor_Time_Management;Distractions,Automatic_Breaks;Distraction_Nudge;Adaptive_Music;Productivity_Report,4,11,Yes
U478,46,Analyst,Excel,Creative_Block,10,Creative_Block;Fatigue,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Productivity_Report;Distraction_Nudge,3,30,Yes
U479,46,Analyst,Excel,Mental_Fatigue,3,Fatigue;Information_Overload,Automatic_Breaks;Productivity_Report,4,19,No
U480,24,Student,Notion,Procrastination,7,Procrastination;Meeting_Interruptions;Distractions,AI_Task_Nudge;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,3,9,Yes
U481,33,Designer,Word,Mental_Fatigue,8,Fatigue;Creative_Block;Distractions,Predictive_Insights;Automatic_Breaks;Adaptive_Music;Focus_Music;Slack_Integration;Distraction_Nudge,5,27,Yes
U482,42,Designer,Figma,Meeting_Interruptions,7,Meeting_Interruptions;Distractions;Creative_Block,Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Distraction_Nudge,3,24,Yes
U483,32,Writer,Notion,Constant_Distractions,7,Distractions;Creative_Block,Predictive_Insights;Automatic_Breaks;Slack_Integration;Adaptive_Music,3,20,Yes
U484,32,Developer,Slack,Constant_Distractions,1,Distractions;Fatigue;Meeting_Interruptions;Information_Overload,Predictive_Insights;Team_Dashboard;Slack_Integration;Notification_Blocking;Distraction_Nudge,4,19,Yes
U485,33,Consultant,Slack,Meeting_Interruptions,9,Meeting_Interruptions;Information_Overload;Fatigue,Team_Dashboard;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report,3,19,Yes
U486,32,Writer,Notion,Meeting_Interruptions,10,Meeting_Interruptions;Creative_Block,AI_Task_Nudge;Team_Dashboard;Focus_Music;Slack_Integration;Notification_Blocking;Distraction_Nudge,4,32,Yes
U487,29,Consultant,Excel,Procrastination,6,Procrastination;Information_Overload;Meeting_Interruptions;Fatigue,Slack_Integration;AI_Task_Nudge;Calendar_Integration;Notification_Blocking,4,14,Yes
U488,32,Consultant,Trello,Creative_Block,7,Creative_Block;Information_Overload;Distractions;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Focus_Music;Productivity_Report;Distraction_Nudge,3,19,No
U489,55,Researcher,Notion,Creative_Block,8,Creative_Block;Fatigue,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Focus_Music;Notification_Blocking;Distraction_Nudge,4,29,Yes
U490,22,Student,Jupyter,Information_Overload,5,Information_Overload;Distractions;Creative_Block;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Adaptive_Music;Focus_Music;Notification_Blocking;Distraction_Nudge,5,14,No
U491,27,Developer,Word,Meeting_Interruptions,9,Meeting_Interruptions;Fatigue;Distractions,Slack_Integration;Calendar_Integration;Notification_Blocking;Adaptive_Music,5,30,Yes
U492,38,Writer,Word,Procrastination,7,Procrastination;Creative_Block;Distractions,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Distraction_Nudge;Notification_Blocking;Productivity_Report;Focus_Music,3,25,Yes
U493,39,Developer,VS_Code,Procrastination,7,Procrastination;Distractions,Notification_Blocking;Productivity_Report,5,29,Yes
U494,40,Manager,Jupyter,Creative_Block,7,Creative_Block;Information_Overload,AI_Task_Nudge;Notification_Blocking;Team_Dashboard;Productivity_Report,4,21,Yes
U495,27,Student,Notion,Meeting_Interruptions,6,Meeting_Interruptions;Procrastination;Information_Overload,Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,15,No
U496,35,Manager,Excel,Creative_Block,5,Creative_Block;Distractions;Poor_Time_Management,Team_Dashboard;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,3,15,No
U497,22,Student,Notion,Creative_Block,6,Creative_Block;Fatigue;Distractions,Focus_Music;AI_Task_Nudge;Productivity_Report;Distraction_Nudge,3,8,No
U498,40,Developer,Slack,Mental_Fatigue,8,Fatigue;Distractions;Meeting_Interruptions,Automatic_Breaks;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,4,32,Yes
U499,47,Analyst,Word,Information_Overload,7,Information_Overload;Distractions;Fatigue,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Notification_Blocking,5,30,Yes
U500,19,Student,Word,Information_Overload,9,Information_Overload;Fatigue,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Adaptive_Music;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,21,Yes
U501,32,Developer,Jupyter,Information_Overload,9,Information_Overload;Meeting_Interruptions,Predictive_Insights;Team_Dashboard;Calendar_Integration;Focus_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,32,No
U502,23,Student,Word,Meeting_Interruptions,5,Meeting_Interruptions;Fatigue,AI_Task_Nudge;Automatic_Breaks;Team_Dashboard;Focus_Music,4,12,No
U503,27,Student,Word,Procrastination,9,Procrastination;Distractions;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Slack_Integration;Productivity_Report,3,20,No
U504,37,Developer,Jupyter,Creative_Block,4,Creative_Block;Distractions;Poor_Time_Management,Automatic_Breaks;Notification_Blocking;Productivity_Report,5,26,Yes
U505,19,Student,Word,Information_Overload,6,Information_Overload;Distractions;Procrastination,Automatic_Breaks;Productivity_Report,4,9,No
U506,54,Consultant,Slack,Constant_Distractions,7,Distractions;Information_Overload;Fatigue,Adaptive_Music;Distraction_Nudge,4,21,Yes
U507,32,Developer,Slack,Constant_Distractions,5,Distractions;Fatigue,Slack_Integration;Predictive_Insights;Productivity_Report;Focus_Music,5,23,No
U508,25,Developer,VS_Code,Mental_Fatigue,6,Fatigue;Meeting_Interruptions;Poor_Time_Management;Information_Overload,Notification_Blocking;Calendar_Integration;Predictive_Insights;Productivity_Report,5,26,Yes
U509,40,Analyst,Notion,Constant_Distractions,9,Distractions;Meeting_Interruptions;Fatigue,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,4,33,Yes
U510,25,Developer,PyCharm,Constant_Distractions,9,Distractions;Information_Overload;Fatigue,Notification_Blocking;Automatic_Breaks;Slack_Integration;Distraction_Nudge,5,31,Yes
U511,34,Analyst,VS_Code,Constant_Distractions,7,Distractions;Poor_Time_Management,Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,21,Yes
U512,54,Manager,Excel,Meeting_Interruptions,5,Meeting_Interruptions;Procrastination;Fatigue,Predictive_Insights;Team_Dashboard;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,3,16,No
U513,26,Student,Word,Constant_Distractions,4,Distractions;Procrastination;Fatigue,Focus_Music;Predictive_Insights;Productivity_Report;Distraction_Nudge,3,12,No
U514,55,Manager,Excel,Information_Overload,8,Information_Overload;Poor_Time_Management;Procrastination,Slack_Integration;Productivity_Report;Distraction_Nudge,2,13,No
U515,38,Developer,Google_Docs,Meeting_Interruptions,8,Meeting_Interruptions;Fatigue,Predictive_Insights;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,4,30,Yes
U516,28,Developer,VS_Code,Constant_Distractions,8,Distractions;Meeting_Interruptions;Fatigue,Predictive_Insights;Team_Dashboard;Calendar_Integration;Notification_Blocking;Focus_Music,5,34,Yes
U517,34,Writer,Notion,Information_Overload,7,Information_Overload;Creative_Block,Predictive_Insights;Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Focus_Music,2,18,No
U518,40,Developer,Jupyter,Constant_Distractions,8,Distractions;Meeting_Interruptions;Information_Overload,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Calendar_Integration;Distraction_Nudge;Slack_Integration;Notification_Blocking;Productivity_Report,5,37,Yes
U519,35,Developer,PyCharm,Meeting_Interruptions,8,Meeting_Interruptions;Fatigue,AI_Task_Nudge;Team_Dashboard;Slack_Integration;Productivity_Report;Focus_Music,5,33,Yes
U520,45,Manager,Slack,Mental_Fatigue,5,Fatigue;Procrastination;Poor_Time_Management,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Notification_Blocking;Productivity_Report,3,16,No
U521,32,Researcher,Word,Procrastination,8,Procrastination;Fatigue;Information_Overload,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Focus_Music;Productivity_Report;Distraction_Nudge,4,30,Yes
U522,27,Student,Figma,Procrastination,6,Procrastination;Fatigue,AI_Task_Nudge;Team_Dashboard;Productivity_Report,4,14,No
U523,39,Writer,Notion,Meeting_Interruptions,7,Meeting_Interruptions;Procrastination;Creative_Block;Distractions,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Focus_Music;Distraction_Nudge,4,27,Yes
U524,40,Designer,Figma,Procrastination,8,Procrastination;Distractions,Predictive_Insights;Calendar_Integration;Adaptive_Music;Focus_Music;Slack_Integration;Productivity_Report;Distraction_Nudge,5,32,Yes
U525,41,Manager,Trello,Procrastination,5,Procrastination;Distractions,AI_Task_Nudge;Calendar_Integration;Slack_Integration;Distraction_Nudge,4,19,No
U526,40,Developer,Slack,Meeting_Interruptions,8,Meeting_Interruptions;Fatigue,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Slack_Integration;Focus_Music,4,28,Yes
U527,42,Developer,Excel,Information_Overload,6,Information_Overload;Fatigue;Meeting_Interruptions,Adaptive_Music;Calendar_Integration;Predictive_Insights;Productivity_Report,4,29,Yes
U528,28,Analyst,Jupyter,Constant_Distractions,10,Distractions;Fatigue;Information_Overload,Predictive_Insights;Team_Dashboard;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,28,Yes
U529,52,Writer,Word,Information_Overload,8,Information_Overload;Distractions;Procrastination,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Focus_Music;Productivity_Report;Distraction_Nudge,4,26,Yes
U530,26,Analyst,Jupyter,Constant_Distractions,2,Distractions;Information_Overload;Fatigue,Automatic_Breaks;Notification_Blocking;Productivity_Report,3,12,No
U531,46,Writer,Google_Docs,Creative_Block,7,Creative_Block;Information_Overload,AI_Task_Nudge;Notification_Blocking;Adaptive_Music,3,22,Yes
U532,48,Writer,Word,Mental_Fatigue,5,Fatigue;Information_Overload;Creative_Block,Predictive_Insights;Automatic_Breaks;Adaptive_Music;Notification_Blocking;Focus_Music,4,20,No
U533,29,Developer,VS_Code,Procrastination,6,Procrastination;Fatigue,Automatic_Breaks;Calendar_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,24,Yes
U534,47,Analyst,Notion,Meeting_Interruptions,5,Meeting_Interruptions;Distractions;Poor_Time_Management,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Notification_Blocking;Productivity_Report,4,24,Yes
U535,28,Student,Figma,Information_Overload,6,Information_Overload;Fatigue;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Adaptive_Music;Notification_Blocking;Focus_Music,3,10,Yes
U536,41,Manager,Slack,Meeting_Interruptions,9,Meeting_Interruptions;Procrastination;Creative_Block,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Focus_Music,4,26,No
U537,39,Writer,Google_Docs,Information_Overload,7,Information_Overload;Poor_Time_Management,Automatic_Breaks;Adaptive_Music;Focus_Music;Notification_Blocking;Distraction_Nudge,3,21,Yes
U538,33,Developer,Jupyter,Meeting_Interruptions,3,Meeting_Interruptions;Fatigue,Team_Dashboard;Productivity_Report,4,19,No
U539,47,Manager,Slack,Constant_Distractions,9,Distractions;Poor_Time_Management;Procrastination,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,4,28,Yes
U540,35,Developer,Jupyter,Information_Overload,6,Information_Overload;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Slack_Integration;Productivity_Report,5,31,Yes
U541,39,Writer,VS_Code,Meeting_Interruptions,10,Meeting_Interruptions;Fatigue;Distractions,Automatic_Breaks;Adaptive_Music;Focus_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,4,28,Yes
U542,19,Student,Notion,Information_Overload,7,Information_Overload;Fatigue;Poor_Time_Management,AI_Task_Nudge;Calendar_Integration;Notification_Blocking;Adaptive_Music,5,13,No
U543,37,Researcher,Jupyter,Meeting_Interruptions,3,Meeting_Interruptions;Fatigue;Creative_Block,Automatic_Breaks;Predictive_Insights;Focus_Music,4,24,No
U544,54,Writer,Google_Docs,Constant_Distractions,8,Distractions;Procrastination;Creative_Block,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report,2,24,Yes
U545,30,Developer,Slack,Meeting_Interruptions,4,Meeting_Interruptions;Fatigue;Distractions,Automatic_Breaks;Team_Dashboard;Productivity_Report;Distraction_Nudge,4,21,Yes
U546,32,Developer,PyCharm,Procrastination,6,Procrastination;Poor_Time_Management;Information_Overload;Fatigue,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Slack_Integration,4,28,Yes
U547,20,Student,Notion,Information_Overload,6,Information_Overload;Procrastination;Fatigue;Distractions,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Adaptive_Music;Productivity_Report,3,14,No
U548,28,Researcher,Word,Creative_Block,8,Creative_Block;Information_Overload;Fatigue,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Productivity_Report;Focus_Music,4,27,Yes
U549,21,Student,Google_Docs,Creative_Block,4,Creative_Block;Fatigue;Meeting_Interruptions;Distractions,AI_Task_Nudge;Predictive_Insights;Focus_Music;Slack_Integration;Productivity_Report;Distraction_Nudge,4,12,Yes
U550,36,Designer,Figma,Creative_Block,5,Creative_Block;Distractions;Poor_Time_Management,AI_Task_Nudge;Productivity_Report;Distraction_Nudge,4,18,Yes
U551,22,Student,Word,Constant_Distractions,8,Distractions;Fatigue;Procrastination,AI_Task_Nudge;Team_Dashboard;Adaptive_Music;Distraction_Nudge;Slack_Integration;Productivity_Report;Focus_Music,3,16,No
U552,46,Writer,Word,Mental_Fatigue,8,Fatigue;Distractions,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Productivity_Report;Focus_Music,4,29,Yes
U553,35,Developer,VS_Code,Mental_Fatigue,6,Fatigue;Procrastination;Creative_Block;Distractions,Automatic_Breaks;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,30,No
U554,38,Manager,Trello,Meeting_Interruptions,7,Meeting_Interruptions;Information_Overload;Poor_Time_Management;Creative_Block,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,3,19,No
U555,51,Writer,Google_Docs,Constant_Distractions,6,Distractions;Procrastination;Creative_Block,AI_Task_Nudge;Focus_Music,2,12,Yes
U556,25,Developer,Google_Docs,Constant_Distractions,7,Distractions;Meeting_Interruptions;Fatigue,Slack_Integration;AI_Task_Nudge;Automatic_Breaks;Notification_Blocking,4,26,Yes
U557,48,Consultant,Trello,Constant_Distractions,4,Distractions;Meeting_Interruptions;Creative_Block,Calendar_Integration;Notification_Blocking;Productivity_Report,3,16,Yes
U558,22,Student,Google_Docs,Constant_Distractions,9,Distractions;Fatigue;Procrastination,AI_Task_Nudge;Calendar_Integration;Focus_Music;Notification_Blocking;Productivity_Report;Distraction_Nudge,3,17,Yes
U559,31,Developer,VS_Code,Procrastination,7,Procrastination;Meeting_Interruptions;Distractions;Poor_Time_Management,Adaptive_Music;Calendar_Integration;Productivity_Report;Focus_Music,4,28,Yes
U560,27,Student,Google_Docs,Procrastination,6,Procrastination;Information_Overload;Distractions,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Slack_Integration;Focus_Music,3,13,No
U561,50,Manager,Slack,Information_Overload,9,Information_Overload;Meeting_Interruptions;Poor_Time_Management,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Focus_Music;Productivity_Report;Distraction_Nudge,4,23,No
U562,31,Developer,VS_Code,Meeting_Interruptions,6,Meeting_Interruptions;Distractions;Procrastination,Predictive_Insights;Notification_Blocking;Focus_Music,5,28,Yes
U563,30,Writer,VS_Code,Constant_Distractions,8,Distractions;Procrastination;Creative_Block,Automatic_Breaks;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,3,22,Yes
U564,28,Analyst,Jupyter,Creative_Block,8,Creative_Block;Distractions;Information_Overload;Fatigue,AI_Task_Nudge;Automatic_Breaks;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,3,24,Yes
U565,33,Developer,Excel,Procrastination,8,Procrastination;Fatigue,Automatic_Breaks;Calendar_Integration;Adaptive_Music;Focus_Music;Distraction_Nudge,4,26,Yes
U566,36,Developer,PyCharm,Mental_Fatigue,8,Fatigue;Distractions;Meeting_Interruptions,Team_Dashboard;Automatic_Breaks;Adaptive_Music;Productivity_Report;Distraction_Nudge,5,35,Yes
U567,33,Writer,Google_Docs,Meeting_Interruptions,10,Meeting_Interruptions;Procrastination,AI_Task_Nudge;Adaptive_Music;Focus_Music;Slack_Integration;Distraction_Nudge,4,26,Yes
U568,25,Student,Google_Docs,Constant_Distractions,8,Distractions;Procrastination;Fatigue;Information_Overload,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Adaptive_Music;Notification_Blocking;Productivity_Report,3,16,No
U569,27,Designer,Notion,Information_Overload,6,Information_Overload;Fatigue,Calendar_Integration;Adaptive_Music,5,22,No
U570,20,Student,Jupyter,Meeting_Interruptions,9,Meeting_Interruptions;Fatigue;Procrastination;Creative_Block,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Adaptive_Music;Focus_Music,3,16,No
U571,24,Developer,Slack,Information_Overload,9,Information_Overload;Meeting_Interruptions;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Focus_Music;Notification_Blocking;Distraction_Nudge,5,32,Yes
U572,28,Student,Word,Meeting_Interruptions,7,Meeting_Interruptions;Fatigue,AI_Task_Nudge;Automatic_Breaks;Predictive_Insights;Team_Dashboard,3,14,Yes
U573,24,Student,Word,Procrastination,8,Procrastination;Distractions;Creative_Block,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Adaptive_Music;Distraction_Nudge,5,16,No
U574,32,Researcher,Jupyter,Procrastination,2,Procrastination;Information_Overload;Fatigue,Automatic_Breaks;Calendar_Integration;Productivity_Report,3,17,No
U575,33,Developer,Trello,Meeting_Interruptions,8,Meeting_Interruptions;Distractions;Fatigue;Poor_Time_Management,Team_Dashboard;Calendar_Integration;Adaptive_Music;Focus_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,34,Yes
U576,41,Manager,Figma,Constant_Distractions,7,Distractions;Fatigue,Automatic_Breaks;Team_Dashboard;Focus_Music,3,20,Yes
U577,42,Writer,Google_Docs,Creative_Block,5,Creative_Block;Meeting_Interruptions;Distractions;Procrastination,AI_Task_Nudge;Team_Dashboard;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Focus_Music,3,21,Yes
U578,20,Student,Notion,Constant_Distractions,8,Distractions;Fatigue,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report,5,21,No
U579,22,Student,Word,Information_Overload,9,Information_Overload;Distractions;Creative_Block;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Distraction_Nudge;Slack_Integration;Productivity_Report;Focus_Music,3,15,Yes
